label,sms
ham,&lt;#&gt;  w jetton ave if you forgot
ham,"Er, hello, things didnÛ÷t quite go to plan ÛÒ is limping slowly home followed by aa and with exhaust hanging off"
ham,Nationwide auto centre (or something like that) on Newport road. I liked them there
ham,Buzzzz! *grins* Did I buzz your ass? Buzz your chest ? Buzz your cock ? Where do you keep your phone ? Is the vibrator on ? Did you feel it shake ?
ham,I cant pick the phone right now. Pls send a message
ham,Finally the match heading towards draw as your prediction.
ham,That seems unnecessarily affectionate
ham,"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da."
ham,Poor girl can't go one day lmao
ham,Yo guess what I just dropped
ham,S:)but he had some luck.2 catches put down:)
spam,No 1 POLYPHONIC tone 4 ur mob every week! Just txt PT2 to 87575. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info
spam,XCLUSIVE@CLUBSAISAI 2MOROW 28/5 SOIREE SPECIALE ZOUK WITH NICHOLS FROM PARIS.FREE ROSES 2 ALL LADIES !!! info: 07946746291/07880867867 
ham,Oh...i asked for fun. Haha...take care. Ì_
ham,Our Prashanthettan's mother passed away last night. pray for her and family.
spam,"Urgent! Please call 09066612661 from your landline, your complimentary 4* Lux Costa Del Sol holiday or å£1000 CASH await collection. ppm 150 SAE T&Cs James 28, EH74RR"
ham,That's significant but dont worry.
ham,"I don,t think so. You don't need to be going out that late on a school night. ESPECIALLY when the one class you have is the one you missed last wednesday and probably failed a test in on friday"
spam,Can U get 2 phone NOW? I wanna chat 2 set up meet Call me NOW on 09096102316 U can cum here 2moro Luv JANE xx Callså£1/minmoremobsEMSPOBox45PO139WA
ham,"Please protect yourself from e-threats. SIB never asks for sensitive information like Passwords,ATM/SMS PIN thru email. Never share your password with anybody."
ham,I want to send something that can sell fast.  &lt;#&gt; k is not easy money.
ham,Where are you ? You said you would be here when I woke ... :-(
spam,"Customer service announcement. We recently tried to make a delivery to you but were unable to do so, please call 07090298926 to re-schedule. Ref:9307622"
ham,Ok. So april. Cant wait
spam,Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058091854 NOW all will be revealed. PO BOX385 M6 6WU
ham,Cramps stopped. Going back to sleep
ham,I'm sorry. I've joined the league of people that dont keep in touch. You mean a great deal to me. You have been a friend at all times even at great personal cost. Do have a great week.|
spam,+449071512431 URGENT! This is the 2nd attempt to contact U!U have WON å£1250 CALL 09071512433 b4 050703 T&CsBCM4235WC1N3XX. callcost 150ppm mobilesvary. maxå£7. 50
ham,A guy who gets used but is too dumb to realize it.
ham,Have you laid your airtel line to rest?
ham,We are okay. Going to sleep now. Later
ham,Friends that u can stay on fb chat with
ham,Thats cool. i am a gentleman and will treat you with dignity and respect.
ham,Short But Cute : \ Be a good person 
ham,Be happy there. I will come after noon
ham,Ummmmmaah Many many happy returns of d day my dear sweet heart.. HAPPY BIRTHDAY dear
ham,"This is one of the days you have a billion classes, right?"
ham,Guess which pub im in? Im as happy as a pig in clover or whatever the saying is! 
ham,Good morning pookie pie! Lol hope I didn't wake u up
ham,"Turns out my friends are staying for the whole show and won't be back til ~ &lt;#&gt; , so feel free to go ahead and smoke that $ &lt;#&gt;  worth"
ham,The length is e same but e top shorter n i got a fringe now. I thk i'm not going liao. Too lazy. Dun wan 2 distract u also.
ham,"\The world suffers a lot... Not because of the violence of bad people. But because of the silence of good people!\"""
spam,Money i have won wining number 946 wot do i do next
spam,FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 87077 Get txting and tell ur mates. zed POBox 36504 W45WQ norm150p/tone 16+
ham,Hmmm:)how many players selected?
ham,Are you planning to come chennai?
ham,"Daddy, shu shu is looking 4 u... U wan me 2 tell him u're not in singapore or wat?"
spam,CDs 4u: Congratulations ur awarded å£500 of CD gift vouchers or å£125 gift guaranteed & Freeentry 2 å£100 wkly draw xt MUSIC to 87066 TnCs www.ldew.com1win150ppmx3age16 
spam,Get the official ENGLAND poly ringtone or colour flag on yer mobile for tonights game! Text TONE or FLAG to 84199. Optout txt ENG STOP Box39822 W111WX å£1.50
ham,I wnt to buy a BMW car urgently..its vry urgent.but hv a shortage of  &lt;#&gt; Lacs.there is no source to arng dis amt. &lt;#&gt; lacs..thats my prob
ham,"Fair enough, anything going on?"
ham,Thx. All will be well in a few months
ham,Raji..pls do me a favour. Pls convey my Birthday wishes to Nimya. Pls. Today is her birthday.
ham,Going thru a very different feeling.wavering decisions and coping up with the same is the same individual.time will heal everything i believe.
ham,"Hi frnd, which is best way to avoid missunderstding wit our beloved one's?"
ham,Much better now thanks lol
ham,Gr8. So how do you handle the victoria island traffic. Plus when's the album due
ham,I tot u reach liao. He said t-shirt.
ham,Are you staying in town ?
ham,Theyre doing it to lots of places. Only hospitals and medical places are safe.
ham,I dont. Can you send it to me. Plus how's mode.
ham,"Its good, we'll find a way"
ham,How are you holding up?
ham,Book which lesson? then you msg me... I will call up after work or sth... I'm going to get specs. My membership is PX3748
ham,Its not the same here. Still looking for a job. How much do Ta's earn there.
ham,I cant pick the phone right now. Pls send a message
ham,ARE YOU IN TOWN? THIS IS V. IMPORTANT
ham,Nah dub but je still buff
ham,Do Ì_ noe if ben is going?
spam,EASTENDERS TV Quiz. What FLOWER does DOT compare herself to? D= VIOLET E= TULIP F= LILY txt D E or F to 84025 NOW 4 chance 2 WIN å£100 Cash WKENT/150P16+
ham,"The guy at the car shop who was flirting with me got my phone number from the paperwork and called and texted me. I'm nervous because of course now he may have my address. Should i call his boss and tell him, knowing this may get him fired?"
ham,Dip's cell dead. So i m coming with him. U better respond else we shall come back.
ham,"Will do, you gonna be at blake's all night? I might be able to get out of here a little early"
ham,"Nothing much, chillin at home. Any super bowl plan?"
spam,Sunshine Quiz! Win a super Sony DVD recorder if you canname the capital of Australia? Text MQUIZ to 82277. B
ham,U calling me right? Call my hand phone...
ham,It is only yesterday true true.
ham,Ard 530 lor. I ok then message Ì_ lor.
ham,Are you this much buzy
ham,What should i eat fo lunch senor
ham,"Aiyo... U always c our ex one... I dunno abt mei, she haven reply... First time u reply so fast... Y so lucky not workin huh, got bao by ur sugardad ah...gee.. "
spam,"Someone U know has asked our dating service 2 contact you! Cant guess who? CALL 09058095107 NOW all will be revealed. POBox 7, S3XY 150p "
ham,So that takes away some money worries
spam,5p 4 alfie Moon's Children in need song on ur mob. Tell ur m8s. Txt Tone charity to 8007 for Nokias or Poly charity for polys: zed 08701417012 profit 2 charity.
ham,I think it's all still in my car
spam,Dear Voucher holder Have your next meal on us. Use the following link on your pc 2 enjoy a 2 4 1 dining experiencehttp://www.vouch4me.com/etlp/dining.asp
ham,"Hi. Wk been ok - on hols now! Yes on for a bit of a run. Forgot that i have hairdressers appointment at four so need to get home n shower beforehand. Does that cause prob for u?\""
ham"""
ham,Then dun wear jeans lor...
ham,Anyway seriously hit me up when you're back because otherwise I have to light up with armand and he always has shit and/or is vomiting
spam,"SPJanuary Male Sale! Hot Gay chat now cheaper, call 08709222922. National rate from 1.5p/min cheap to 7.8p/min peak! To stop texts call 08712460324 (10p/min)"
ham,Don know..wait i will check it.
ham,Nice talking to you! please dont forget my pix :) i want to see all of you...
ham,I'm in class. Will holla later
ham,"Tell you what, if you make a little spreadsheet and track whose idea it was to smoke to determine who \smokes too much\"" for the entire month of february"
ham,Lil fever:) now fine:)
ham,"FRAN I DECIDED 2 GO N E WAY IM COMPLETELY BROKE AN KNACKERED I GOT UP BOUT 3 C U 2MRW LOVE JANX P.S THIS IS MY DADS FONE, -NO CREDIT"
ham,ÌÏ ready then call me...
ham,i cant talk to you now.i will call when i can.dont keep calling.
ham,ZOE IT JUST HIT ME 2 IM FUCKING SHITIN MYSELF IL DEFO TRY MY HARDEST 2 CUM 2MOROW LUV U MILLIONS LEKDOG
ham,dont make ne plans for nxt wknd coz she wants us to come down then ok
ham,I probably won't eat at all today. I think I'm gonna pop. How was your weekend? Did u miss me?
ham,You best watch what you say cause I get drunk as a motherfucker
ham,So u workin overtime nigpun?
ham,Nice.nice.how is it working?
ham,That's necessarily respectful
ham,We can go 4 e normal pilates after our intro...  
ham,I wont touch you with out your permission.
ham,I'm working technical support :)voice process.networking field.
ham,"Sorry, I can't help you on this."
ham,"There'll be a minor shindig at my place later tonight, you interested?"
ham,"Feb  &lt;#&gt;  is \I LOVE U\"" day. Send dis to all ur \""VALUED FRNDS\"" evn me. If 3 comes back u'll gt married d person u luv! If u ignore dis u will lose ur luv 4 Evr"""
ham,Hello my little party animal! I just thought I'd buzz you as you were with your friends ...*grins*... Reminding you were loved and send a naughty adoring kiss
spam,"Final Chance! Claim ur å£150 worth of discount vouchers today! Text YES to 85023 now! SavaMob, member offers mobile! T Cs SavaMob POBOX84, M263UZ. å£3.00 Subs 16"
ham,Me sef dey laugh you. Meanwhile how's my darling anjie!
ham,So i'm doing a list of buyers.
ham,Ball is moving a lot.will spin in last :)so very difficult to bat:)
spam,"Urgent! call 09066612661 from landline. Your complementary 4* Tenerife Holiday or å£10,000 cash await collection SAE T&Cs PO Box 3 WA14 2PX 150ppm 18+ Sender: Hol Offer"
ham,Aight sorry I take ten years to shower. What's the plan?
ham,K I'll be sure to get up before noon and see what's what
ham,Misplaced your number and was sending texts to your old number. Wondering why i've not heard from you this year. All the best in your mcat. Got this number from my atlanta friends
ham,I love to give massages. I use lots of baby oil... What is your fave position?
ham,I know girls always safe and selfish know i got it pa. Thank you. good night.
ham,Happy birthday... May all ur dreams come true...
ham,Send me yetty's number pls.
ham,U don't remember that old commercial?
ham,it's really getting me down just hanging around.
ham,You still at the game?
ham,"Yeah I should be able to, I'll text you when I'm ready to meet up"
ham,"As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there."
ham,Still in customer place
ham,"Sorry man my account's dry or I would, if you want we could trade back half or I could buy some shit with my credit card"
ham,When is school starting. Where will you stay. What's the weather like. And the food. Do you have a social support system like friends in the school. All these things are important.
ham,No. To be nosy I guess. Idk am I over reacting if I'm freaked?
ham,"Ugh y can't u just apologize, admit u were wrong and ask me to take u back?"
ham,"Good afternoon loverboy ! How goes you day ? Any luck come your way? I think of you, sweetie and send my love across the sea to make you smile and happy"
ham,"Arngd marriage is while u r walkin unfortuntly a snake bites u. bt love marriage is dancing in frnt of d snake &amp; sayin Bite me, bite me."
ham,Pls tell nelson that the bb's are no longer comin. The money i was expecting aint coming
ham,"Ela kano.,il download, come wen ur free.."
ham,"K, fyi I'm back in my parents' place in south tampa so I might need to do the deal somewhere else"
ham,"Yeah go on then, bored and depressed sittin waitin for phone to ring... Hope the wind drops though, scary"
ham,You also didnt get na hi hi hi hi hi
ham,Am also doing in cbe only. But have to pay.
ham,"Helloooo... Wake up..! \Sweet\"" \""morning\"" \""welcomes\"" \""You\"" \""Enjoy\"" \""This Day\"" \""with full of joy\"".. \""GUD MRNG\""."""
ham,Yes watching footie but worried we're going to blow it - Phil Neville?
ham,"Tunde, how are you doing. This is just wishing you a great day. Abiola."
ham,Have a nice day my dear.
ham,Painful words- \I thought being Happy was the most toughest thing on Earth... But
ham,Yeah you should. I think you can use your gt atm now to register. Not sure but if there's anyway i can help let me know. But when you do be sure you are ready.
ham,No need for the drug anymore.
ham,Blank is Blank. But wat is blank? Lol
ham,The greatest test of courage on earth is to bear defeat without losing heart....gn tc
spam,FROM 88066 LOST å£12 HELP
spam,08714712388 between 10am-7pm Cost 10p
ham,Wait . I will msg after  &lt;#&gt;  min.
ham,ÌÏ mean it's confirmed... I tot they juz say oni... Ok then... 
ham,"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it..."
ham,I.ll get there tomorrow and send it to you
ham,Send me your resume:-)
ham,I'm home.
ham,Pls give her the food preferably pap very slowly with loads of sugar. You can take up to an hour to give it. And then some water. Very very slowly.
ham,Its a part of checking IQ
spam,"January Male Sale! Hot Gay chat now cheaper, call 08709222922. National rate from 1.5p/min cheap to 7.8p/min peak! To stop texts call 08712460324 (10p/min)"
ham,Jus finish blowing my hair. U finish dinner already?
ham,I might go 2 sch. Yar at e salon now v boring.
ham,Takin a shower now but yeah I'll leave when I'm done
spam,"Hi, this is Mandy Sullivan calling from HOTMIX FM...you are chosen to receive å£5000.00 in our Easter Prize draw.....Please telephone 09041940223 to claim before 29/03/05 or your prize will be transferred to someone else...."
ham,Are you available for soiree on June 3rd?
ham,Holy living christ what is taking you so long
ham,on a Tuesday night r u 4 real
ham,Jus finish bathing...
spam,Please CALL 08712402578 immediately as there is an urgent message waiting for you
ham,I'm coming back on Thursday. Yay. Is it gonna be ok to get the money. Cheers. Oh yeah and how are you. Everything alright. Hows school. Or do you call it work now
ham,Goodmorning today i am late for  &lt;DECIMAL&gt; min.
ham,Ill be there on  &lt;#&gt;  ok.
ham,Ffffffffff. Alright no way I can meet up with you sooner?
ham,Dont kick coco when he's down
ham,"Do you know why god created gap between your fingers..? So that, One who is made for you comes &amp; fills those gaps by holding your hand with LOVE..!"
ham,You should change your fb to jaykwon thuglyfe falconerf
spam,Had your mobile 10 mths? Update to latest Orange camera/video phones for FREE. Save å£s with Free texts/weekend calls. Text YES for a callback orno to opt out
ham,Nope watching tv at home... Not going out. V bored...
spam,"This weeks SavaMob member offers are now accessible. Just call 08709501522 for details! SavaMob, POBOX 139, LA3 2WU. Only å£1.50/week. SavaMob - offers mobile!"
ham,Yes princess! I want to catch you with my big strong hands...
ham,Ok . . now i am in bus. . If i come soon i will come otherwise tomorrow
ham,"Bloody hell, cant believe you forgot my surname Mr . Ill give u a clue, its spanish and begins with m... "
spam,"Rock yr chik. Get 100's of filthy films &XXX pics on yr phone now. rply FILTH to 69669. Saristar Ltd, E14 9YT 08701752560. 450p per 5 days. Stop2 cancel"
ham,Oh thats late! Well have a good night and i will give u a call tomorrow. Iam now going to go to sleep night night
ham,Once free call me sir.
ham,I'll talk to the others and probably just come early tomorrow then
ham,"Frnd s not juz a word.....not merely a relationship.....its a silent promise which says ... \ I will be with YOU \"" Wherevr.. Whenevr.. Forevr... Gudnyt dear.."""
ham,Not..tel software name..
ham,ALRITE
ham,Come aftr  &lt;DECIMAL&gt; ..now i m cleaning the house
ham,I'll probably be around mu a lot
ham,U wan 2 haf lunch i'm in da canteen now.
ham,"Come around  &lt;DECIMAL&gt; pm vikky..i'm otside nw, il come by tht time"
ham,If i not meeting Ì_ all rite then i'll go home lor. If Ì_ dun feel like comin it's ok.
ham,In other news after hassling me to get him weed for a week andres has no money. HAUGHAIGHGTUJHYGUJ
ham,Early bird! Any purchases yet?
ham,"Send ur birthdate with month and year, I will tel u ur LIFE PARTNER'S name. and the method of calculation. Reply must."
ham,"And that is the problem. You walk around in \julianaland\"" oblivious to what is going on around you. I say the same things constantly and they go in one ear and out the other while you go off doing whatever you want to do. It's not that you don't know why I'm upset--it's that you don't listen when i tell you WHAT is going to upset me. Then you want to be surprised when I'm mad."""
spam,U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094599
ham,"Sorry, I'll call later"
ham,"Oh... Icic... K lor, den meet other day..."
ham,No she didnt. I will search online and let you know.
ham,I think if he rule tamilnadu..then its very tough for our people.
spam,Someone has conacted our dating service and entered your phone because they fancy you!To find out who it is call from landline 09111030116. PoBox12n146tf15
ham,Try neva mate!!
ham,What happen dear tell me
ham,We are supposed to meet to discuss abt our trip... Thought xuhui told you? In the afternoon. Thought we can go for lesson after that
ham,Do u ever get a song stuck in your head for no reason and it won't go away til u listen to it like 5 times?
ham,Dear how is chechi. Did you talk to her
ham,You do your studies alone without anyones help. If you cant no need to study.
ham,Hey ! Don't forget ... You are MINE ... For ME ... My possession ... MY property ... MMM ... *childish smile* ...
ham,U come n search tat vid..not finishd..
ham,Ok.
ham,I dont want to hear anything
ham,Raji..pls do me a favour. Pls convey my Birthday wishes to Nimya. Pls. Today is her birthday.
ham,"You aren't coming home between class, right? I need to work out and shower!"
spam,Moby Pub Quiz.Win a å£100 High Street prize if u know who the new Duchess of Cornwall will be? Txt her first name to 82277.unsub STOP å£1.50 008704050406 SP Arrow
spam,The current leading bid is 151. To pause this auction send OUT. Customer Care: 08718726270
ham,Think I could stop by in like an hour or so? My roommate's looking to stock up for a trip
ham,Yeah do! DonÛ÷t stand to close tho- youÛ÷ll catch something!
ham,"U wake up already? Wat u doing? U picking us up later rite? I'm taking sq825, reaching ard 7 smth 8 like dat. U can check e arrival time. C ya soon..."
spam,**FREE MESSAGE**Thanks for using the Auction Subscription Service. 18 . 150p/MSGRCVD 2 Skip an Auction txt OUT. 2 Unsubscribe txt STOP CustomerCare 08718726270
spam,Marvel Mobile Play the official Ultimate Spider-man game (å£4.50) on ur mobile right now. Text SPIDER to 83338 for the game & we ll send u a FREE 8Ball wallpaper
ham,Me i'm not workin. Once i get job...
ham,We are both fine. Thanks
ham,"Im sorry bout last nite it wasnåÕt ur fault it was me, spouse it was pmt or sumthin! U 4give me? I think u shldxxxx"
ham,Have a great trip to India. And bring the light to everyone not just with the project but with everyone that is lucky to see you smile. Bye. Abiola
ham,U definitely need a module from e humanities dis sem izzit? U wan 2 take other modules 1st?
ham,I liked your new house
ham,"Night sweet, sleep well! I've just been to see The Exorcism of Emily Rose and may never sleep again! Hugs and snogs! "
ham,How much i gave to you. Morning.
ham,\CAN I PLEASE COME UP NOW IMIN TOWN.DONTMATTER IF URGOIN OUTL8R
ham,For real tho this sucks. I can't even cook my whole electricity is out. And I'm hungry.
ham,Nope but i'll b going 2 sch on fri quite early lor cos mys sis got paper in da morn :-)
ham,Thank you princess! You are so sexy...
spam,"Thanks for your Ringtone Order, Reference T91. You will be charged GBP 4 per week. You can unsubscribe at anytime by calling customer services on 09057039994"
ham,Gud ni8 dear..slp well..take care..swt dreams..Muah..
ham,Dai  &lt;#&gt;  naal eruku.
ham,That is wondarfull song
ham,Cause I'm not freaky lol
ham,K:)k..its good:)when are you going?
ham,Is it your yahoo boys that bring in the perf? Or legal.
ham,Joy's father is John. Then John is the NAME of Joy's father. Mandan
spam,Congrats! Nokia 3650 video camera phone is your Call 09066382422 Calls cost 150ppm Ave call 3mins vary from mobiles 16+ Close 300603 post BCM4284 Ldn WC1N3XX
ham,I guess it is useless calling u 4 something important.
ham,Haven't heard anything and he's not answering my texts so I'm guessing he flaked. That said the jb is fantastic
ham,Dude how do you like the buff wind.
ham,K I'll call you when I'm close
ham,Ok lor...
ham,Hi. Hope you had a good day. Have a better night.
ham,That's my honeymoon outfit. :)
ham,E admin building there? I might b slightly earlier... I'll call u when i'm reaching...
ham,The beauty of life is in next second.. which hides thousands of secrets. I wish every second will be wonderful in ur life...!! gud n8
ham,"I've got  &lt;#&gt; , any way I could pick up?"
ham,"Yes, princess. Are you going to make me moan?"
ham,R u here yet? I'm wearing blue shirt n black pants.
ham,U sleeping now.. Or you going to take? Haha.. I got spys wat.. Me online checking n replying mails lor..
ham,I hope you that's the result of being consistently intelligent and kind. Start asking him about practicum links and keep your ears open and all the best. ttyl
ham,"Yeah I am, so I'll leave maybe 7ish?"
ham,"Open rebtel with firefox. When it loads just put plus sign in the user name place, and it will show you two numbers. The lower number is my number. Once you pick that number the pin will display okay!"
ham,ÌÏ go home liao? Ask dad to pick me up at 6...
ham,Do u hav any frnd by name ashwini in ur college?
spam,Do you want a new video handset? 750 anytime any network mins? Half Price Line Rental? Camcorder? Reply or call 08000930705 for delivery tomorrow
spam,You have an important customer service announcement. Call FREEPHONE 0800 542 0825 now!
ham,R Ì_ comin back for dinner?
ham,So wats ur opinion abt him and how abt is character?
spam,Your next amazing xxx PICSFREE1 video will be sent to you enjoy! If one vid is not enough for 2day text back the keyword PICSFREE1 to get the next video.
ham,What you doing?how are you?
ham,Tessy..pls do me a favor. Pls convey my birthday wishes to Nimya..pls dnt forget it. Today is her birthday Shijas
ham,I can send you a pic if you like :)
ham,"Good evening Sir, Al Salam Wahleykkum.sharing a happy news.By the grace of God, i got an offer from Tayseer,TISSCO and i joined.Hope you are fine.Inshah Allah,meet you sometime.Rakhesh,visitor from India."
ham,Carlos says he'll be at mu in  &lt;#&gt;  minutes
ham,"HEY THERE BABE, HOW U DOIN? WOT U UP 2 2NITE LOVE ANNIE X."
ham,Tessy..pls do me a favor. Pls convey my birthday wishes to Nimya..pls dnt forget it. Today is her birthday Shijas
spam,Hi if ur lookin 4 saucy daytime fun wiv busty married woman Am free all next week Chat now 2 sort time 09099726429 JANINExx Callså£1/minMobsmoreLKPOBOX177HP51FL
ham,Its a valentine game. . . Send dis msg to all ur friends. .. If 5 answers r d same then someone really loves u. Ques- which colour suits me the best?rply me
ham,S.this will increase the chance of winning.
ham,Are there TA jobs available? Let me know please cos i really need to start working
ham,I though we shd go out n have some fun so bar in town or something ÛÒ sound ok?
ham,Can you do a mag meeting this avo at some point?
ham,Lol yes. But it will add some spice to your day.
ham,How have your little darlings been so far this week? Need a coffee run tomo?Can't believe it's that time of week already Û_
ham,"Sorry, I'll call later"
ham,Yun ah.now Ì_ wkg where?btw if Ì_ go nus sc. ÌÏ wana specialise in wad?
ham,"Sir, i am waiting for your call, once free please call me."
ham,I wont get concentration dear you know you are my mind and everything :-)
ham,"Haha awesome, omw back now then"
spam,Freemsg: 1-month unlimited free calls! Activate SmartCall Txt: CALL to No: 68866. Subscriptn3gbp/wk unlimited calls Help: 08448714184 Stop?txt stop landlineonly
ham,"\NOT ENUFCREDEIT TOCALL.SHALL ILEAVE UNI AT 6 +GET A BUS TO YOR HOUSE?\"""""
ham,Ok.
spam,Free 1st week entry 2 TEXTPOD 4 a chance 2 win 40GB iPod or å£250 cash every wk. Txt POD to 84128 Ts&Cs www.textpod.net custcare 08712405020.
ham,Ah you see. You have to be in the lingo. I will let you know wot on earth it is when has finished making it!
ham,How come she can get it? Should b quite diff to guess rite...
ham,I just saw ron burgundy captaining a party boat so yeah
ham,For real when u getting on yo? I only need 2 more tickets and one more jacket and I'm done. I already used all my multis.
ham,Raviyog Peripherals bhayandar east
spam,"5 Free Top Polyphonic Tones call 087018728737, National Rate. Get a toppoly tune sent every week, just text SUBPOLY to 81618, å£3 per pole. UnSub 08718727870."
ham,Okie.. Thanx..
ham,Sorry sent blank msg again. Yup but trying 2 do some serious studying now.
ham,cool. We will have fun practicing making babies!
ham,"As usual..iam fine, happy &amp; doing well..:)"
ham,2marrow only. Wed at  &lt;#&gt;  to 2 aha.
ham,Why didn't u call on your lunch?
ham,What you did in  leave.
ham,Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish.
ham,Full heat pa:-) i have applyed oil pa.
ham,That's one of the issues but california is okay. No snow so its manageable
ham,Did you stitch his trouser
ham,My sister got placed in birla soft da:-)
spam,PRIVATE! Your 2004 Account Statement for 078498****7 shows 786 unredeemed Bonus Points. To claim call 08719180219 Identifier Code: 45239 Expires 06.05.05
ham,I'm wif him now buying tix lar...
ham,Dunno he jus say go lido. Same time 930.
ham,That's ok. I popped in to ask bout something and she said you'd been in. Are you around tonght wen this girl comes?
spam,We tried to contact you re your reply to our offer of a Video Phone 750 anytime any network mins Half Price Line Rental Camcorder Reply or call 08000930705
ham,twenty past five he said will this train have been to durham already or not coz i am in a reserved seat
ham,The world's most happiest frnds never have the same characters... Dey just have the best understanding of their differences...
ham,Remind me how to get there and I shall do so
ham,"Like  &lt;#&gt; , same question"
ham,I'm not. She lip synced with shangela.
ham,Ok but knackered. Just came home and went to sleep! Not good at this full time work lark.
ham,You know what hook up means right?
ham,Long beach lor. Expected... U having dinner now?
ham,IM FINE BABES AINT BEEN UP 2 MUCH THO! SAW SCARY MOVIE YEST ITS QUITE FUNNY! WANT 2MRW AFTERNOON? AT TOWN OR MALL OR SUMTHIN?xx
ham,Then why no one talking to me
ham,They don't put that stuff on the roads to keep it from getting slippery over there?
spam,You'll not rcv any more msgs from the chat svc. For FREE Hardcore services text GO to: 69988 If u get nothing u must Age Verify with yr network & try again
ham,K..k.:)congratulation ..
ham,"Thanx. Yup we coming back on sun. Finish dinner going back 2 hotel now. Time flies, we're tog 4 exactly a mth today. Hope we'll haf many more mths to come..."
ham,Shant disturb u anymore... Jia you...
ham,"Sure, whenever you show the fuck up &gt;:("
ham,"Nah, I'm a perpetual DD"
ham,"Fuck babe ... I miss you already, you know ? Can't you let me send you some money towards your net ? I need you ... I want you ... I crave you ..."
ham,Don know:)this week i'm going to tirunelvai da.
ham,Understand. his loss is my gain :) so do you work? School?
ham,Ok i found dis pierre cardin one which looks normal costs 20 its on sale.
ham,1Apple/Day=No Doctor. 1Tulsi Leaf/Day=No Cancer. 1Lemon/Day=No Fat. 1Cup Milk/day=No Bone Problms 3 Litres Watr/Day=No Diseases Snd ths 2 Whom U Care..:-)
ham,"Didn't try, g and I decided not to head out"
ham,I can take you at like noon
ham,I re-met alex nichols from middle school and it turns out he's dealing!
ham,Love it! Daddy will make you scream with pleasure! I am going to slap your ass with my dick!
ham,Match started.india  &lt;#&gt;  for 2
ham,"Good! No, donÛ÷t need any receiptsÛÓwell done! (Û_) Yes, please tell . WhatÛ÷s her number, i could ring her"
spam,"Get 3 Lions England tone, reply lionm 4 mono or lionp 4 poly. 4 more go 2 www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply."
ham,So there's a ring that comes with the guys costumes. It's there so they can gift their future yowifes. Hint hint
ham,"Haha just kidding, papa needs drugs"
ham,Yo theres no class tmrw right?
spam,"0A$NETWORKS allow companies to bill for SMS, so they are responsible for their \suppliers\"""
ham,I just cooked a rather nice salmon a la you
ham,Wat's da model num of ur phone?
spam,"SMS SERVICES. for your inclusive text credits, pls goto www.comuk.net login= ***** unsubscribe with STOP. no extra charge. help:08700469649. PO BOX420. IP4 5WE"
ham,Mm i am on the way to railway
spam,U have a secret admirer. REVEAL who thinks U R So special. Call 09065174042. To opt out Reply REVEAL STOP. 1.50 per msg recd. Cust care 07821230901
ham,The greatest test of courage on earth is to bear defeat without losing heart....gn tc
ham,HEY MATE! HOWS U HONEY?DID U AVE GOOD HOLIDAY? GIMMI DE GOSS!x
ham,"Very strange.  and  are watching the 2nd one now but i'm in bed. Sweet dreams, miss u "
ham,Not yet. Just i'd like to keep in touch and it will be the easiest way to do that from barcelona. By the way how ru and how is the house?
ham,Oh yeah! And my diet just flew out the window
ham,If u dun drive then how i go 2 sch.
ham,S...from the training manual it show there is no tech process:)its all about password reset and troubleshooting:)
ham,Alrite jod hows the revision goin? Keris bin doin a smidgin. N e way u wanna cum over after college?xx
ham,\Keep ur problems in ur heart
ham,I'm ok wif it cos i like 2 try new things. But i scared u dun like mah. Cos u said not too loud.
ham,What you need. You have a person to give na.
ham,"Sorry chikku, my cell got some problem thts y i was nt able to reply u or msg u.."
ham,No current and food here. I am alone also
ham,K sure am in my relatives home. Sms me de. Pls:-)
ham,"My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!"
ham,Umma. Did she say anything
ham,Do you always celebrate NY's with your family ?
ham,Ok... U enjoy ur shows...
ham,Not able to do anything.
ham,Then get some cash together and I'll text jason
ham,Well she's in for a big surprise!
ham,"Yes obviously, but you are the eggs-pert and the potato headÛ_ Speak soon! "
ham,They r giving a second chance to rahul dengra.
ham,"If you can make it any time tonight or whenever you can it's cool, just text me whenever you're around"
ham,I'm on the bus. Love you
ham,I remain unconvinced that this isn't an elaborate test of my willpower
ham,It certainly puts things into perspective when something like this happens
ham,Leaving to qatar tonite in search of an opportunity.all went fast.pls add me in ur prayers dear.Rakhesh
ham,"Friendship is not a game to play, It is not a word to say, It doesn\'t start on March and ends on May, It is tomorrow, yesterday, today and e"
